Scheme Name	Net Asset Value
UTI Long Duration Fund - Direct Plan - Half Yearly IDCW Option	12.0203
UTI Long duration Fund - Direct Plan - Quarterly IDCW Option	12.0202
UTI Long Duration Fund - Regular Plan - Annual IDCW Option	10.7947
UTI Long Duration Fund - Regular Plan - Flexi IDCW Option	11.723
UTI Long Duration Fund - Regular Plan - Growth Option	11.7227
UTI Long Duration Fund - Regular Plan - Half Yearly IDCW Option	11.7227
UTI Long Duration Fund - Regular Plan - Quarterly IDCW Option	11.7228
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan	748.2447
Aditya Birla Sun Life Low Duration Fund - Growth Plan	673.3503
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth	472.1321
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW	100.8961
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW	101.0497
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW	100.8901
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW	99.9054
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW	100.8834
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW	101.0271
Axis Treasury Advantage Fund - Direct Plan - Bonus Option	1847.5931
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW	1012.4737
Axis Treasury Advantage Fund - Direct Plan - Growth Option	3335.3050
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW	1014.5908
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW	1012.3048
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW	1013.2484
Axis Treasury Advantage Fund - Regular Plan - Growth Option	3177.5878
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW	1014.3644
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW	1012.2688
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW	1012.4736
Axis Treasury Advantage Fund - Retail Plan - Growth Option	2979.1670
Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW	1014.3726
Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW	1012.2674
BANDHAN Low Duration Fund - Regular Plan - Daily IDCW	10.1015
BANDHAN Low Duration Fund - Regular Plan - Growth	39.5500
BANDHAN Low Duration Fund - Regular Plan - Monthly IDCW	10.1383
BANDHAN Low Duration Fund - Regular Plan - Periodic IDCW	13.1323
BANDHAN Low Duration Fund - Regular Plan - Quarterly IDCW	11.1902
BANDHAN Low Duration Fund - Regular Plan - Weekly IDCW	10.1189
BANDHAN Low Duration Fund-Direct Plan-Daily IDCW	10.1111
BANDHAN Low Duration Fund-Direct Plan-Growth	40.5605
BANDHAN Low Duration Fund-Direct Plan-Monthly IDCW	10.1534
BANDHAN Low Duration Fund-Direct Plan-Periodic IDCW	13.2872
BANDHAN Low Duration Fund-Direct Plan-Quarterly IDCW	11.1316
BANDHAN Low Duration Fund-Direct Plan-Weekly IDCW	10.1076
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option	10.1225
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option	45.0774
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option	10.4479
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option	10.0346
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION	10.0604
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION	41.0464
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION	10.3480
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION	10.0340
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option	10.0499
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option	41.1176
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option	10.5691
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option	10.0340
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	10.2600
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION	44.4830
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	39.7419
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	10.3016
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	10.2632
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	10.2600
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION	43.2370
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	38.7313
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	10.2998
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	10.2631
DSP Low Duration Fund - Direct Plan - Growth	21.0226
DSP Low Duration Fund - Direct Plan - IDCW - Daily	10.1268
DSP Low Duration Fund - Direct Plan - IDCW - Monthly	11.829
DSP Low Duration Fund - Direct Plan - IDCW - Quarterly	10.9392
DSP Low Duration Fund - Direct Plan - IDCW - Weekly	10.1276
DSP Low Duration Fund - Regular Plan - Growth	20.3318
DSP Low Duration Fund - Regular Plan - IDCW - Daily	10.1814
DSP Low Duration Fund - Regular Plan - IDCW - Monthly	10.6773
DSP Low Duration Fund - Regular Plan - IDCW - Quarterly	10.9016
DSP Low Duration Fund - Regular Plan - IDCW - Weekly	10.1275
Edelweiss Low Duration Fund - Direct Plan Growth	1052.6433
Edelweiss Low Duration Fund - Direct Plan IDCW Payout	1052.6347
Edelweiss Low Duration Fund - Regular Plan Growth	1046.6049
Edelweiss Low Duration Fund - Regular Plan IDCW Payout	1046.6043
Franklin India Low Duration Fund-Direct-Growth	10.6090
Franklin India Low Duration Fund-Direct-IDCW	10.5027
Franklin India Low Duration Fund-Growth	10.5635
Franklin India Low Duration Fund-IDCW	10.4623
Franklin India Low Duration Fund - Direct - Growth	28.6858
Franklin India Low Duration Fund - Direct - Monthly - IDCW	13.3317
Franklin India Low Duration Fund - Direct - Quarterly - IDCW	13.1009
Franklin India Low Duration Fund - Growth Plan	32.6071
Franklin India Low Duration Fund - Monthly - IDCW	15.0351
Franklin India Low Duration Fund - Quarterly - IDCW	14.7667
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan	0.0000
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan	0.0000
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW	0.0000
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW	0.0000
HDFC Low Duration  Fund - Daily IDCW	10.1428
HDFC Low Duration  Fund - Direct Plan - Daily IDCW	10.0655
HDFC Low Duration  Fund - Direct Plan - Growth	64.3681
HDFC Low Duration  Fund - Direct Plan - Monthly IDCW	10.1911
HDFC Low Duration  Fund - Direct Plan - Weekly IDCW	10.0678
HDFC Low Duration  Fund - Growth	59.2141
HDFC Low Duration  Fund - Monthly IDCW	10.1845
HDFC Low Duration  Fund - Weekly IDCW	10.0843
HDFC Low Duration Fund- Wholesale Daily Dividend	10.1574
HDFC Low Duration Fund- Wholesale Monthly Dividend	10.1856
HDFC Low Duration Fund- Wholesale Weekly Dividend	10.1734
HDFC Low Duration Fund- Wholesale- Growth	41.8371
HSBC Low Duration Fund - Direct Annual IDCW	11.0133
HSBC Low Duration Fund - Direct Growth	31.0931
HSBC Low Duration Fund - Direct Monthly IDCW	11.0978
HSBC Low Duration Fund - Regular Annual IDCW	10.7975
HSBC Low Duration Fund - Regular Growth	29.3974
HSBC Low Duration Fund - Regular Monthly IDCW	10.3812
ICICI Prudential Savings Fund - Bonus	154.9446
ICICI Prudential Savings Fund - Daily IDCW	105.7341
ICICI Prudential Savings Fund - Direct Plan - Daily IDCW	105.7345
ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW	101.7562
ICICI Prudential Savings Fund - Direct Plan - Growth	567.0133
ICICI Prudential Savings Fund - Direct Plan - IDCW Others	190.2530
ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW	102.0796
ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW	110.8525
ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW	105.5505
ICICI Prudential Savings Fund - Direct Plan Bonus	123.8923
ICICI Prudential Savings Fund - Fortnightly IDCW	101.7536
ICICI Prudential Savings Fund - Growth	559.1202
ICICI Prudential Savings Fund - IDCW Others	187.4081
ICICI Prudential Savings Fund - Monthly IDCW	102.0718
ICICI Prudential Savings Fund - Quarterly IDCW	110.5619
ICICI Prudential Savings Fund - Weekly IDCW	105.5025
ICICI Prudential Savings Fund Retail Daily Dividend	100.1193
ICICI Prudential Savings Fund Retail Growth	220.0081
ICICI Prudential Savings Fund Retail Weekly Dividend	100.956
Invesco India Low Duration Fund - Daily IDCW (Reinvestment)	1017.9524
Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	4048.2263
Invesco India Low Duration Fund - Direct Plan - Growth	4046.4048
Invesco India Low Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1089.2108
Invesco India Low Duration Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment)	1206.5806
Invesco India Low Duration Fund - Direct Plan -Daily IDCW (Reinvestment)	1018.9655
Invesco India Low Duration Fund - Discretionary IDCW (Payout / Reinvestment)	3972.1141
Invesco India Low Duration Fund - Growth	3881.0824
Invesco India Low Duration Fund - Monthly IDCW (Payout / Reinvestment)	1414.4413
Invesco India Low Duration Fund - Regular - Growth	3447.2592
Invesco India Low Duration Fund - Regular - Monthly IDCW (Reinvestment)	1389.6567
Invesco India Low Duration Fund - Regular - Weekly IDCW (Reinvestment)	1445.6103
Invesco India Low Duration Fund - Regular Daily IDCW (Reinvestment)	1714.5649
Invesco India Low Duration Fund - Weekly IDCW (Payout / Reinvestment)	1297.4067
JM Low Duration Fund (Direct) - Bonus Option - Principal Units	23.5499
JM Low Duration Fund (Direct) - Daily IDCW	10.85
JM Low Duration Fund (Direct) - Fortnightly IDCW	11.1251
JM Low Duration Fund (Direct) - Growth	39.1133
JM Low Duration Fund (Direct) - Weekly IDCW	11.4553
JM Low Duration Fund (Regular) - Daily IDCW	10.82
JM Low Duration Fund (Regular) - Fortnightly IDCW	11.0846
JM Low Duration Fund (Regular) - Growth Option	38.0053
JM Low Duration Fund (Regular) - Weekly IDCW	11.4148
JM Low Duration Fund - Bonus Option - Principal Units	22.8973
Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option	1593.1041
Kotak Low Duration Fund- Direct Plan- Growth Option	3748.6802
Kotak Low Duration Fund- Regular Plan-Growth Option	3427.1719
Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option	1306.3416
LIC MF Low Duration Fund-Direct Plan-Daily IDCW	10.05
LIC MF Low Duration Fund-Direct Plan-Growth	44.037
LIC MF Low Duration Fund-Direct Plan-Monthly IDCW	22.9982
LIC MF Low Duration Fund-Direct Plan-Weekly IDCW	15.3396
LIC MF Low Duration Fund-Regular Plan-Daily IDCW	10.718
LIC MF Low Duration Fund-Regular Plan-Growth	40.5041
LIC MF Low Duration Fund-Regular Plan-Monthly IDCW	13.9668
LIC MF Low Duration Fund-Regular Plan-Weekly IDCW	13.9072
Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW	1212.6015
Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW	1136.7728
Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW	1031.0104
Mahindra Manulife Low Duration Fund - Direct Plan -Growth	1802.0125
Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW	1008.1659
Mahindra Manulife Low Duration Fund - Regular Plan - Growth	1674.7391
Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW	1116.7146
Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW	1053.2129
Mirae Asset Low Duration Fund - Direct Plan - Daily IDCW	1208.9337
Mirae Asset Low Duration Fund - Direct Plan - Growth	2527.3161
Mirae Asset Low Duration Fund - Direct Plan - Monthly IDCW	1165.3882
Mirae Asset Low Duration Fund - Direct Plan - Quarterly IDCW	1008.4742
Mirae Asset Low Duration Fund - Direct Plan - Weekly IDCW	1454.7334
Mirae Asset Low Duration Fund - Regular Plan - Daily IDCW	1005.1646
Mirae Asset Low Duration Fund - Regular Plan - Growth	2315.8661
Mirae Asset Low Duration Fund - Regular Plan - Monthly IDCW	1092.5537
Mirae Asset Low Duration Fund - Regular Plan - Quarterly IDCW	1007.8685
Mirae Asset Low Duration Fund - Regular Plan - Weekly IDCW	1106.8614
NIPPON INDIA LOW DURATION FUND - DAILY IDCW Option	1015.8191
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - DAILY IDCW Option	1015.9094
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option	2159.4817
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option	1038.5565
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option	1032.4229
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option	1016.4374
Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option	2371.8233
Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option	4083.0430
NIPPON INDIA LOW DURATION FUND - IDCW Option	2042.1748
NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option	1030.7621
NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option	1031.2745
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - DAILY IDCW Option	1015.8183
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option	3646.0942
Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option	2716.8415
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option	1032.5794
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option	1031.0538
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option	1016.4280
NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option	1016.2586
Nippon India Low Duration Fund -Growth Plan -Bonus Option	2230.6212
Nippon India Low Duration Fund- Growth Plan - Growth Option	3841.8284
SBI Magnum Low Duration Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1438.3529
SBI Magnum Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	1463.4985
SBI MAGNUM LOW DURATION FUND - DIRECT PLAN - GROWTH	3731.2405
SBI Magnum Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1658.0555
SBI Magnum Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1440.4571
SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1394.5145
SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW)	1418.9245
SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH	3580.1447
SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1570.1874
SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1394.5036
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1394.8444
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth	3643.2802
SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1391.3818
Sundaram Low Duration Fund (Formerly Know as Principal Low Duation Fund) Regular Principal Units	1341.6648
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option	1009.6449
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option	3810.4652
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW)	1114.7366
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option	1006.3073
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option	1010.4171
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) -Daily Income Distribution CUM Capital Withdrawal Option	1015.7943
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Direct Fortnightly IDCW	1098.0393
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Fortnightly IDCW	1088.0156
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Plan IDCW	1210.1093
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option	3543.3680
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW)	1098.3559
Sundaram Low Duration Fund(Formerly Known as Principal Low Duration Fund) Direct Plan - IDCW	1255.0849
Tata Treasury Advantage Fund - Direct Plan - Growth Option	4149.8298
Tata Treasury Advantage Fund - Regular Plan - Growth Option	4030.0259
Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option	1003.5316
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option	2631.9816
Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option	1008.4919
Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option	1003.5288
Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option	2554.3415
Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option	1008.4641
Union Low Duration Fund - Direct Plan - Growth Option	10.2197
Union Low Duration Fund - Direct Plan - IDCW Option	10.2197
Union Low Duration Fund - Regular Plan - Growth Option	10.1919
Union Low Duration Fund - Regular Plan - IDCW Option	10.1919
UTI Low Duration Fund - Direct Plan - Annual IDCW	1371.0651
UTI Low Duration Fund - Direct Plan - Bonus Option	2199.7192
UTI Low Duration Fund - Direct Plan - Daily IDCW (Reinvestment)	1414.1378
UTI Low Duration Fund - Direct Plan - Flexi IDCW	1572.3377
UTI Low Duration Fund - Direct Plan - Fortnightly IDCW	1340.835
UTI Low Duration Fund - Direct Plan - Growth Option	3703.9154
UTI Low Duration Fund - Direct Plan - Half-Yearly IDCW	1433.0777
UTI Low Duration Fund - Direct Plan - Monthly IDCW	1446.114
UTI Low Duration Fund - Direct Plan - Quarterly IDCW	1985.928
UTI Low Duration Fund - Direct Plan - Weekly IDCW	1021.922
UTI Low Duration Fund - Discontinued - Annaul Dividend Option	3463.8538
UTI Low Duration Fund - Discontinued - Periodic Dividend Plan	1063.5102
